PIN2,HOUSE_UNIT,PROPERTY_TYPE
16314010510000,1,1
16314010520000,1,1
16314010530000,1,1
16314010540000,1,1
16314010550000,1,1
16314010560000,2,3
16314010570000,3,3
16314010580000,1,1
16314010590000,1,1
16314020010000,0,5
16314020020000,0,5
16314020030000,0,5
16314020040000,0,5
16314020050000,0,5
16314020060000,0,5
16314020070000,0,5
16314020080000,0,5
16314020090000,1,1
16314020110000,1,1
16314020120000,1,1
16314020130000,1,1
16314020150000,3,3
16314020160000,3,3
16314020170000,3,3
16314020180000,1,1
16314020190000,1,1
16314020200000,1,1
16314020210000,1,1
16314020220000,0,5
16314020230000,0,5
16314020240000,1,1
16314030010000,0,5
16314030020000,0,5
16314030030000,0,5
16314030040000,0,5
16314030050000,0,5
16314030060000,0,5
16314030070000,0,5
16314030080000,0,5
16314030090000,1,1
16314030100000,1,1
16314030120000,1,1
16314030130000,1,1
16314030150000,1,1
16314030160000,1,1
16314030170000,1,1
16314030180000,1,1
16314030210000,1,1
16314030230000,2,3
16314030240000,1,1
16314030250000,1,1
16314030260000,1,1
16314030270000,1,1
16314030280000,1,1
16314030290000,1,1
16314030300000,1,1
16314030310000,1,1
16314030320000,1,1
16314030330000,1,1
16314030350000,1,1
16314030370000,1,1
16314030380000,1,1
16314040030000,0,5
16314040040000,0,5
16314040050000,0,5
16314040060000,0,5
16314040070000,0,5
16314040080000,0,5
16314040090000,1,1
16314040100000,1,1
16314040170000,1,1
16314040180000,1,1
16314040190000,2,3
16314040200000,2,3
16314040210000,1,1
16314040220000,1,1
16314040240000,1,1
16314040250000,2,3
16314040270000,1,1
16314040280000,1,1
16314040300000,1,1
16314040310000,1,1
16314040320000,1,1
16314040330000,1,1
16314040340000,1,1
16314040350000,1,1
16314040360000,1,1
16314040370000,1,1
16314040380000,2,3
16314040390000,1,1
16314040400000,1,1
16314040410000,1,1
16314040420000,1,1
16314040430000,1,1
16314040440000,1,1
16314040450000,1,1
16314040460000,0,5
16314040470000,1,1
16314040480000,1,1
16314040490000,1,1
16314040500000,1,1
16314040510000,1,1
16314040520000,1,1
16314050010000,0,5
16314050020000,0,5
16314050030000,0,5
16314050040000,0,5
16314050050000,4,3
16314050060000,4,3
16314050070000,0,5
16314050080000,0,5
16314050090000,1,1
16314050100000,1,1
16314050110000,1,1
16314050120000,1,1
16314050130000,1,1
16314050140000,1,1
16314050150000,1,1
16314050160000,1,1
16314050170000,1,1
16314050180000,1,1
16314050190000,1,1
16314050200000,1,1
16314050210000,1,1
16314050220000,1,1
16314050230000,1,1
16314050240000,1,1
16314050250000,1,1
16314050260000,1,1
16314050270000,1,1
16314050290000,1,1
16314050300000,1,1
16314050310000,1,1
16314050320000,1,1
16314050330000,1,1
16314050340000,1,1
16314050350000,1,1
16314050360000,1,1
16314050370000,1,1
16314050380000,0,5
16314050390000,2,3
16314050400000,1,1
16314050410000,1,1
16314050420000,2,3
16314050430000,1,1
16314050460000,1,1
16314050470000,1,1
16314050480000,1,1
16314050490000,1,1
16314050500000,1,1
16314050510000,2,3
16314060010000,0,5
16314060020000,0,5
16314060030000,0,5
16314060040000,0,5
16314060050000,0,5
16314060060000,0,5
16314060070000,2,3
16314060080000,4,3
16314060090000,1,1
16314060100000,1,1
16314060110000,1,1
16314060120000,1,1
16314060130000,1,1
16314060140000,2,3
16314060150000,1,1
16314060160000,1,1
16314060170000,1,1
16314060180000,1,1
16314060190000,2,3
16314070010000,0,5
16314070020000,0,5
16314070090000,1,1
16314070100000,1,1
16314070110000,1,1
16314070120000,1,1
16314070130000,1,1
16314070140000,1,1
16314070150000,1,1
16314070160000,1,1
16314070170000,1,1
16314070180000,6,4
16314070190000,2,3
16314070200000,2,3
16314070210000,2,3
16314070220000,2,3
16314070230000,3,3
16314070240000,2,3
16314070250000,3,3
16314070260000,1,1
16314070270000,1,1
16314070280000,1,1
16314070290000,0,5
16314070300000,2,3
16314070310000,0,5
16314080010000,1,1
16314080020000,2,3
16314080030000,2,3
16314080040000,1,1
16314080050000,2,3
16314080060000,1,1
16314080070000,1,1
16314080080000,1,1
16314080090000,1,1
16314080100000,1,1
16314080110000,1,1
16314080120000,1,1
16314080130000,1,1
16314080140000,1,1
16314080150000,1,1
16314080160000,1,1
16314080170000,1,1
16314080180000,1,1
16314080190000,1,1
16314080200000,1,1
16314080210000,1,1
16314080220000,1,1
16314080240000,1,1
16314080250000,1,1
16314080260000,1,1
16314080270000,1,1
16314080280000,1,1
16314080290000,1,1
16314080300000,1,1
16314080310000,1,1
16314080320000,1,1
16314080330000,1,1
16314080340000,1,1
16314080350000,1,1
16314080360000,1,1
16314080370000,1,1
16314080380000,1,1
16314090010000,1,1
16314090020000,1,1
16314090080000,1,1
16314090090000,1,1
16314090100000,1,1
16314090110000,1,1
16314090120000,1,1
16314090130000,1,1
16314090140000,1,1
16314090150000,1,1
16314090160000,1,1
16314090170000,1,1
16314090180000,1,1
16314090190000,2,3
16314090200000,2,3
16314090210000,1,1
16314090220000,1,1
16314090230000,1,1
16314090280000,1,1
16314090290000,1,1
16314090300000,1,1
16314090310000,1,1
16314090320000,1,1
16314090330000,2,3
16314090340000,1,1
16314090380000,1,1
16314090390000,1,1
16314090400000,1,1
16314090420000,1,1
16314090430000,1,1
16314090450000,1,1
16314090460000,1,1
16314090470000,1,1
16314090480000,1,1
16314090490000,2,3
16314100090000,1,1
16314100100000,1,1
16314100110000,1,1
16314100120000,1,1
16314100140000,1,1
16314100150000,1,1
16314100170000,1,1
16314100200000,1,1
16314100210000,1,1
16314100220000,1,1
16314100230000,1,1
16314100330000,1,1
16314100360000,1,1
16314100370000,1,1
16314100380000,1,1
16314100390000,1,1
16314100460000,1,1
16314100470000,1,1
16314100480000,1,1
16314100490000,1,1
16314100500000,1,1
16314100510000,1,1
16314100520000,1,1
16314100530000,1,1
16314100540000,2,3
16314100550000,3,3
16314100560000,3,3
16314100580000,1,1
16314100590000,1,1
16314100600000,1,1
16314100610000,2,3
16314100620000,3,3
16314100630000,1,1
16314100640000,2,3
16314100660000,1,1
16314100670000,1,1
16314100680000,1,1
16314100690000,2,3
16314100700000,3,3
16314100730000,2,3
16314100740000,2,3
16314100750000,2,3
16314100760000,2,3
16314100770000,2,3
16314100780000,2,3
16314100790000,2,3
16314100800000,2,3
16314100810000,2,3
16314100820000,1,1
16314100830000,1,1
16314100840000,2,3
16314100850000,3,3
16314100860000,3,3
16314100870000,3,3
16314100880000,1,1
16314100890000,1,1
16314100900000,0,5
16314100910000,1,1
16314100920000,1,1
16314100930000,1,1
16314100940000,1,1
16314100950000,2,3
16314100960000,1,1
16314100970000,1,1
16314100980000,1,1
16314100990000,0,5
16314101000000,1,1
16314101010000,1,1
16314101020000,1,1
16314101030000,1,1
16314101040000,0,5
16314101050000,1,1
16314110040000,2,3
16314110050000,1,1
16314110060000,1,1
16314110070000,1,1
16314110120000,1,1
16314110130000,1,1
16314110140000,1,1
16314110150000,1,1
16314110160000,1,1
16314110170000,1,1
16314110180000,1,1
16314110190000,1,1
16314110200000,2,3
16314110210000,1,1
16314110260000,1,1
16314110270000,1,1
16314110280000,1,1
16314110290000,1,1
16314110300000,1,1
16314110310000,1,1
16314110320000,0,5
16314110330000,0,5
16314120010000,1,1
16314120020000,1,1
16314120030000,1,1
16314120040000,1,1
16314120050000,1,1
16314120060000,1,1
16314120070000,1,1
16314120080000,1,1
16314120090000,1,1
16314120100000,1,1
16314120110000,1,1
16314120120000,1,1
16314120130000,1,1
16314120140000,1,1
16314120150000,1,1
16314120160000,1,1
16314120170000,1,1
16314120180000,1,1
16314120190000,1,1
16314120200000,4,3
16314120210000,2,3
16314120220000,2,3
16314120230000,2,3
16314120240000,1,1
16314120250000,1,1
16314120270000,1,1
16314120280000,0,5
16314120290000,1,1
16314120300000,2,3
16314120320000,1,1
16314120330000,1,1
16314120340000,1,1
16314120350000,1,1
16314120360000,1,1
16314120370000,1,1
16314120380000,1,1
16314120390000,1,1
16314130010000,1,1
16314130020000,1,1
16314130030000,1,1
16314130040000,1,1
16314130050000,1,1
16314130060000,1,1
16314130070000,1,1
16314130080000,1,1
16314130090000,1,1
16314130100000,1,1
16314130110000,1,1
16314130120000,1,1
16314130130000,1,1
16314130140000,1,1
16314130150000,1,1
16314130160000,1,1
16314130170000,1,1
16314130180000,1,1
16314130190000,1,1
16314130200000,1,1
16314130210000,1,1
16314130220000,1,1
16314130230000,1,1
16314130240000,1,1
16314130250000,1,1
16314130260000,1,1
16314130270000,2,3
16314130280000,2,3
16314130290000,1,1
16314130300000,1,1
16314130310000,1,1
16314130320000,1,1
16314130330000,1,1
16314130340000,1,1
16314130350000,1,1
16314130360000,1,1
16314130370000,0,5
16314130380000,1,1
16314130390000,1,1
16314140010000,1,1
16314140020000,1,1
16314140030000,1,1
16314140040000,1,1
16314140050000,1,1
16314140060000,1,1
16314140070000,1,1
16314140080000,1,1
16314140090000,1,1
16314140100000,1,1
16314140110000,1,1
16314140120000,1,1
16314140130000,1,1
16314140140000,1,1
16314140150000,1,1
16314140160000,1,1
16314140170000,1,1
16314140180000,1,1
16314140190000,1,1
16314140200000,1,1
16314140210000,1,1
16314140220000,1,1
16314140230000,1,1
16314140240000,1,1
16314140250000,1,1
16314140260000,1,1
16314140270000,1,1
16314140280000,1,1
16314140310000,1,1
16314140320000,1,1
16314140330000,1,1
16314140340000,1,1
16314140350000,1,1
16314140360000,1,1
16314140370000,1,1
16314140380000,1,1
16314140390000,1,1
16314140400000,1,1
16314150010000,2,3
16314150020000,1,1
16314150030000,1,1
16314150040000,1,1
16314150050000,1,1
16314150060000,1,1
16314150070000,1,1
16314150080000,1,1
16314150090000,1,1
16314150100000,1,1
16314150110000,2,3
16314150120000,1,1
16314150130000,1,1
16314150140000,1,1
16314150150000,1,1
16314150160000,1,1
16314150170000,1,1
16314150180000,1,1
16314150190000,1,1
16314150200000,1,1
16314150210000,1,1
16314150220000,1,1
16314150230000,1,1
16314150240000,1,1
16314150250000,1,1
16314150260000,1,1
16314150270000,1,1
16314150280000,1,1
16314150290000,2,3
16314150300000,1,1
16314150310000,1,1
16314150320000,1,1
16314150330000,1,1
16314150340000,1,1
16314150350000,1,1
16314150360000,1,1
16314150370000,1,1
16314150380000,1,1
16314160030000,1,1
16314160040000,1,1
16314160050000,2,3
16314160060000,2,3
16314160070000,1,1
16314160080000,1,1
16314160090000,1,1
16314160100000,1,1
16314160110000,1,1
16314160120000,1,1
16314160130000,1,1
16314160140000,1,1
16314160150000,1,1
16314160160000,1,1
16314160170000,1,1
16314160180000,1,1
16314160190000,1,1
16314160200000,1,1
16314160210000,1,1
16314160220000,1,1
16314160230000,1,1
16314160240000,1,1
16314160250000,1,1
16314160260000,1,1
16314160270000,1,1
16314160280000,1,1
16314160290000,1,1
16314160300000,1,1
16314160340000,1,1
16314160350000,1,1
16314160360000,1,1
16314160370000,1,1
16314160380000,1,1
16314160390000,1,1
16314160400000,1,1
16314160410000,1,1
16314160420000,1,1
16314160430000,1,1
16314170010000,2,3
16314170020000,2,3
16314170030000,4,3
16314170080000,2,3
16314170110000,1,1
16314170120000,1,1
16314170250000,1,1
16314170270000,1,1
16314170280000,1,1
16314170320000,1,1
16314170330000,2,3
16314170350000,1,1
16314170360000,1,1
16314170370000,1,1
16314170390000,1,1
16314170400000,1,1
16314170420000,1,1
16314170470000,1,1
16314170480000,2,3
16314170490000,0,5
16314170500000,2,3
16314170510000,2,3
16314170520000,2,3
16314170530000,2,3
16314170540000,0,5
16314170550000,0,5
16314170560000,2,3
16314170570000,2,3
16314170580000,1,1
16314170590000,2,3
16314170600000,2,3
16314170610000,2,3
16314170620000,0,5
16314170630000,2,3
16314170640000,2,3
16314170690000,0,5
16314170700000,0,5
16314170750000,2,3
16314170760000,1,1
16314170770000,2,3
16314170780000,3,3
16314170790000,1,1
16314170800000,2,3
16314170830000,2,3
16314170840000,2,3
16314170850000,1,1
16314170860000,0,5
16314170870000,0,5
16314170880000,3,3
16314170890000,2,3
16314170900000,1,1
16314170910000,2,3
16314170920000,0,5
16314170930000,2,3
16314170940000,2,3
16314170950000,1,1
16314170960000,2,3
16314170970000,2,3
16314170980000,2,3
16314170990000,2,3
16314171000000,1,1
16314171010000,2,3
16314171020000,2,3
16314171030000,2,3
16314171040000,2,3
16314171050000,2,3
16314171060000,2,3
16314171070000,2,3
16314171080000,2,3
16314171090000,0,5
16314171100000,1,1
16314171110000,2,3
16314171120000,1,1
16314171130000,1,1
16314171140000,1,1
16314171150000,2,3
16314171160000,1,1
16314180120000,0,5
16314180180000,0,5
16314180190000,1,1
16314180230000,0,5
16314180240000,1,1
16314180270000,0,5
16314180280000,1,1
16314180290000,1,1
16314180340000,0,5
16314180380000,1,1
16314180390000,1,1
16314180430000,0,5
16314180440000,1,1
16314180450000,1,1
16314180460000,1,1
16314180470000,1,1
16314180520000,1,1
16314180530000,1,1
16314180540000,1,1
16314180550000,1,1
16314180560000,1,1
16314180580000,0,5
16314180620000,1,1
16314180630000,1,1
16314180660000,1,1
16314180670000,2,3
16314180680000,2,3
16314180690000,4,3
16314180710000,0,5
16314180730000,2,3
16314180750000,0,5
16314180770000,1,1
16314180780000,2,3
16314180790000,0,5
16314180800000,0,5
16314180810000,0,5
16314180820000,1,1
16314180830000,2,3
16314180840000,2,3
16314180850000,0,5
16314180860000,0,5
16314180870000,2,3
16314180880000,2,3
16314180890000,0,5
16314180900000,0,5
16314180910000,2,3
16314180920000,2,3
16314180930000,0,5
16314180940000,1,1
16314180950000,0,5
16314180970000,0,5
16314180980000,0,5
16314181010000,2,3
16314181020000,0,5
16314181030000,1,1
16314181040000,1,1
16314181050000,1,1
16314181060000,1,1
16314181070000,0,5
16314181080000,2,3
16314181090000,0,5
16314181100000,1,1
16314181110000,0,5
16314181120000,1,1
16314181130000,0,5
16314181140000,1,1
16314181150000,1,1
16314190290000,1,1
16314190310000,1,1
16314190320000,1,1
16314190330000,15,4
16314190350000,1,1
16314190370000,0,5
16314190380000,1,1
16314190390000,1,1
16314190400000,1,1
16314190470000,1,1
16314190520000,1,1
16314190530000,1,1
16314190540000,1,1
16314190560000,1,1
16314190570000,1,1
16314190580000,1,1
16314190590000,1,1
16314190600000,1,1
16314190610000,1,1
16314190620000,1,1
16314190630000,1,1
16314190640000,1,1
16314190650000,1,1
16314190660000,1,1
16314190670000,1,1
16314190680000,1,1
16314190700000,1,1
16314190710000,1,1
16314190720000,1,1
16314190730000,1,1
16314190750000,1,1
16314190780000,1,1
16314190790000,1,1
16314190810000,1,1
16314190820000,1,1
16314190840000,0,5
16314190850000,1,1
16314190880000,1,1
16314190910000,1,1
16314190920000,1,1
16314190940000,1,1
16314190950000,1,1
16314190960000,1,1
16314190970000,1,1
16314190990000,1,1
16314191000000,1,1
16314191010000,1,1
16314191020000,1,1
16314191030000,1,1
16314191040000,1,1
16314191050000,1,1
16314191060000,0,5
16314191070000,1,1
16314191080000,1,1
16314191090000,1,1
16314191100000,1,1
16314191150000,1,1
16314191160000,1,1
16314191170000,1,1
16314191180000,1,1
16314191190000,1,1
16314191200000,2,3
16314191210000,3,3
16314191220000,1,1
16314191230000,1,1
16314191240000,3,3
16314191250000,1,1
16314191260000,2,3
16314191270000,2,3
16314191280000,3,3
16314191290000,1,1
16314191300000,2,3
16314191310000,1,1
16314191320000,1,1
16314200010000,1,1
16314200020000,1,1
16314200030000,1,1
16314200040000,1,1
16314200050000,1,1
16314200060000,1,1
16314200070000,1,1
16314200080000,1,1
16314200090000,1,1
16314200100000,1,1
16314200110000,1,1
16314200120000,1,1
16314200130000,1,1
16314200140000,1,1
16314200150000,1,1
16314200160000,1,1
16314200170000,1,1
16314200180000,1,1
16314200190000,1,1
16314200200000,1,1
16314200230000,1,1
16314200240000,1,1
16314200250000,1,1
16314200260000,1,1
16314200270000,1,1
16314200280000,1,1
16314200290000,1,1
16314200320000,0,5
16314200330000,0,5
16314200340000,0,5
16314200350000,2,3
16314200360000,2,3
16314200380000,1,1
16314200390000,2,3
16314200400000,1,1
16314210010000,1,1
16314210020000,1,1
16314210030000,1,1
16314210040000,1,1
16314210050000,1,1
16314210060000,1,1
16314210070000,1,1
16314210080000,1,1
16314210090000,1,1
16314210100000,2,3
16314210110000,1,1
16314210140000,1,1
16314210150000,1,1
16314210160000,1,1
16314210170000,1,1
16314210180000,2,3
16314210190000,1,1
16314210200000,1,1
16314210210000,1,1
16314210220000,1,1
16314210230000,1,1
16314210240000,1,1
16314210250000,2,3
16314210260000,1,1
16314210270000,1,1
16314210280000,1,1
16314210360000,1,1
16314210410000,1,1
16314210430000,1,1
16314210440000,1,1
16314210450000,1,1
16314210460000,1,1
16314210490000,4,3
16314210500000,3,3
16314220110000,1,1
16314220170000,1,1
16314220190000,1,1
16314220200000,1,1
16314220210000,1,1
16314220250000,1,1
16314220260000,1,1
16314220270000,1,1
16314220280000,1,1
16314220290000,1,1
16314220300000,1,1
16314220320000,1,1
16314220330000,1,1
16314220340000,1,1
16314220350000,1,1
16314220360000,1,1
16314220370000,2,3
16314220400000,1,1
16314220410000,1,1
16314220420000,1,1
16314220430000,1,1
16314220450000,1,1
16314220460000,1,1
16314220470000,1,1
16314220480000,1,1
16314220510000,1,1
16314220520000,1,1
16314220530000,1,1
16314220540000,1,1
16314220550000,1,1
16314220560000,1,1
16314220570000,1,1
16314220580000,1,1
16314220590000,1,1
16314220600000,1,1
16314220610000,1,1
16314220620000,0,5
16314220630000,1,1
16314220660000,1,1
16314220670000,1,1
16314220680000,1,1
16314220690000,1,1
16314220700000,1,1
16314220710000,1,1
16314220720000,1,1
16314220730000,1,1
16314220740000,1,1
16314220750000,0,5
16314220760000,1,1
16314220770000,1,1
16314220790000,1,1
16314220800000,1,1
16314220810000,1,1
16314220820000,1,1
16314220830000,2,3
16314220840000,1,1
16314220850000,0,5
16314220860000,1,1
16314220870000,1,1
16314220880000,1,1
16314220890000,1,1
16314220900000,1,1
16314220920000,0,5
16314220930000,1,1
16314220940000,1,1
16314230020000,1,1
16314230030000,1,1
16314230080000,1,1
16314230090000,4,3
16314230100000,2,3
16314230110000,1,1
16314230210000,2,3
16314230220000,2,3
16314230230000,2,3
16314230240000,2,3
16314230250000,2,3
16314230260000,2,3
16314230270000,1,1
16314230280000,1,1
16314230290000,1,1
16314230300000,2,3
16314230390000,1,1
16314230420000,1,1
16314230430000,1,1
16314230450000,1,1
16314230480000,0,5
16314230500000,1,1
16314230510000,1,1
16314230520000,1,1
16314230530000,1,1
16314230540000,1,1
16314230550000,1,1
16314230560000,1,1
16314230570000,1,1
16314230580000,1,1
16314230590000,1,1
16314230600000,2,3
16314230610000,1,1
16314230620000,1,1
16314230630000,1,1
16314230640000,1,1
16314230650000,1,1
16314230660000,2,3
16314230670000,0,5
16314230680000,2,3
16314230690000,2,3
16314230710000,1,1
16314230720000,1,1
16314230730000,1,1
16314230740000,1,1
16314230780000,1,1
16314230790000,1,1
16314230800000,2,3
16314230810000,2,3
16314230820000,2,3
16314230830000,2,3
16314230840000,2,3
16314230850000,2,3
16314230860000,2,3
16314230870000,2,3
16314230880000,2,3
16314230890000,2,3
16314230900000,2,3
16314230910000,2,3
16314230920000,2,3
16314230930000,2,3
16314230940000,3,3
16314230950000,2,3
16314230960000,3,3
16314230970000,2,3
16314230980000,2,3
16314230990000,0,5
16314231000000,1,1
16314231010000,1,1
16314231050000,1,1
16314240010000,1,1
16314240260000,1,1
16314240270000,1,1
16314240280000,1,1
16314240290000,1,1
16314240300000,0,5
16314240310000,1,1
16314240320000,1,1
16314240330000,1,1
16314240340000,1,1
16314240350000,1,1
16314240360000,1,1
16314240370000,1,1
16314240410000,1,1
16314240450000,1,1
16314240480000,1,1
16314240490000,1,1
16314240550000,1,1
16314240560000,1,1
16314240570000,1,1
16314240600000,1,1
16314240620000,1,1
16314240630000,1,1
16314240650000,1,1
16314240660000,1,1
16314240700000,1,1
16314240720000,0,5
16314240730000,1,1
16314240760000,1,1
16314240770000,1,1
16314240780000,1,1
16314240790000,1,1
16314240800000,1,1
16314240810000,1,1
16314240830000,1,1
16314240840000,1,1
16314240850000,1,1
16314240860000,1,1
16314240870000,1,1
16314240880000,1,1
16314240890000,0,5
16314240900000,1,1
16314240920000,1,1
16314240930000,1,1
16314240940000,1,1
16314240950000,1,1
16314240960000,1,1
16314240970000,1,1
16314241000000,1,1
16314241020000,1,1
16314241050000,1,1
16314241060000,1,1
16314241070000,1,1
16314241080000,1,1
16314241090000,1,1
16314241110000,1,1
16314241120000,1,1
16314241130000,1,1
16314241140000,1,1
16314241150000,1,1
16314241160000,1,1
16314241170000,2,3
16314241180000,1,1
16314241190000,1,1
16314241200000,1,1
16314241210000,1,1
16314241220000,3,3
16314241230000,1,1
16314241240000,2,3
16314241250000,1,1
16314241260000,1,1
16314241270000,1,1
16314241280000,1,1
16314241291001,1,2
16314241291002,1,2
16314241291003,1,2
16314241291004,1,2
16314241291005,1,2
16314241291006,1,2
16314241291007,1,2
16314241291008,1,2
16314241291009,1,2
16314241291010,1,2
16314241291011,1,2
16314241291012,1,2
16315000010000,0,5
16321000010000,0,5
16321000020000,0,5
16321000030000,0,5
16321010010000,0,5
16321020330000,0,5
16321030080000,0,5
16321030090000,0,5
16321030100000,0,5
16321030110000,0,5
16321030120000,0,5
16321030130000,0,5
16321030140000,0,5
16321030150000,0,5
16321030160000,0,5
16321030170000,0,5
16321030180000,0,5
16321030190000,0,5
16321030200000,0,5
16321030220000,0,5
16321030230000,0,5
16321030240000,0,5
16321030250000,0,5
16321030300000,0,5
16321030310000,0,5
16321030340000,0,5
16321030350000,0,5
16321030380000,0,5
16321030390000,0,5
16321030410000,0,5
16321040010000,0,5
16321040240000,0,5
16321040250000,0,5
16321040260000,0,5
16321040270000,0,5
16321050010000,0,5
16321050020000,0,5
16321050030000,0,5
16321050040000,0,5
16321050050000,0,5
16321050060000,0,5
16321050070000,0,5
16321050080000,0,5
16321050090000,0,5
16321050100000,0,5
16321050110000,0,5
16321050120000,0,5
16321050130000,0,5
16321050140000,0,5
16321050150000,0,5
16321050160000,0,5
16321050220000,1,1
16321050230000,1,1
16321050240000,0,5
16321050250000,0,5
16321050260000,0,5
16321050270000,0,5
16321050280000,0,5
16321050290000,0,5
16321050300000,0,5
16321050310000,0,5
16321050450000,0,5
16321060010000,0,5
16321060020000,0,5
16321060030000,4,3
16321060040000,15,4
16321060050000,15,4
16321060060000,0,5
16321060090000,1,1
16321060100000,1,1
16321060110000,1,1
16321060120000,1,1
16321060130000,1,1
16321060140000,1,1
16321060230000,1,1
16321060240000,1,1
16321060250000,1,1
16321060260000,1,1
16321060270000,1,1
16321060280000,1,1
16321060290000,1,1
16321060300000,4,3
16321070010000,1,1
16321070020000,1,1
16321070030000,1,1
16321070040000,1,1
16321070050000,1,1
16321070060000,1,1
16321070070000,1,1
16321070110000,1,1
16321070120000,1,1
16321070130000,1,1
16321070140000,2,3
16321070150000,2,3
16321070160000,1,1
16321070170000,2,3
16321070180000,2,3
16321070190000,2,3
16321070200000,15,4
16321070210000,1,1
16321070220000,1,1
16321080010000,2,3
16321080020000,1,1
16321080030000,1,1
16321080040000,1,1
16321080050000,1,1
16321080060000,1,1
16321080070000,1,1
16321080080000,1,1
16321080090000,1,1
16321080110000,1,1
16321080120000,1,1
16321080130000,1,1
16321080140000,1,1
16321080150000,1,1
16321080160000,1,1
16321080170000,2,3
16321080180000,2,3
16321090010000,1,1
16321090020000,1,1
16321090030000,1,1
16321090040000,1,1
16321090050000,1,1
16321090060000,1,1
16321090070000,1,1
16321090090000,1,1
16321090100000,1,1
16321090110000,1,1
16321090120000,1,1
16321090130000,1,1
16321100060000,0,5
16321100070000,0,5
16321110060000,1,1
16321110070000,1,1
16321110110000,2,3
16321110120000,2,3
16321110130000,1,1
16321110140000,0,5
16321110150000,2,3
16321110160000,2,3
16321110190000,1,1
16321110200000,0,5
16321110280000,1,1
16321110290000,1,1
16321110300000,1,1
16321110360000,1,1
16321110370000,2,3
16321110420000,1,1
16321110430000,1,1
16321110440000,1,1
16321110450000,1,1
16321110460000,0,5
16321110470000,1,1
16321110480000,1,1
16321110490000,1,1
16321110500000,2,3
16321110510000,1,1
16321110520000,1,1
16321110530000,2,3
16321110540000,1,1
16321110550000,1,1
16321110560000,1,1
16321110570000,1,1
16321110580000,1,1
16321110610000,3,3
16321110620000,2,3
16321110630000,1,1
16321110640000,1,1
16321110650000,1,1
16321120010000,1,1
16321120020000,0,5
16321120030000,1,1
16321120040000,1,1
16321120050000,2,3
16321120060000,2,3
16321120070000,1,1
16321120080000,2,3
16321120090000,2,3
16321120140000,2,3
16321120150000,1,1
16321120160000,1,1
16321120170000,1,1
16321120180000,1,1
16321120220000,1,1
16321120230000,1,1
16321120260000,3,3
16321120270000,2,3
16321120280000,1,1
16321120290000,1,1
16321120300000,1,1
16321120310000,1,1
16321120320000,1,1
16321120330000,1,1
16321120340000,2,3
16321120350000,1,1
16321120360000,1,1
16321120370000,1,1
16321120440000,1,1
16321120450000,1,1
16321120500000,2,3
16321120510000,1,1
16321120520000,1,1
16321120530000,1,1
16321120540000,1,1
16321120550000,1,1
16321120570000,2,3
16321120580000,1,1
16321130010000,1,1
16321130020000,2,3
16321130030000,1,1
16321130040000,1,1
16321130050000,1,1
16321130130000,2,3
16321130140000,1,1
16321130150000,1,1
16321130160000,1,1
16321130170000,1,1
16321130180000,1,1
16321130190000,1,1
16321130200000,1,1
16321130210000,1,1
16321130230000,0,5
16321130240000,1,1
16321130250000,1,1
16321130260000,1,1
16321130270000,1,1
16321130280000,2,3
16321140050000,2,3
16321140060000,1,1
16321140070000,1,1
16321140080000,1,1
16321140090000,1,1
16321140100000,1,1
16321140110000,1,1
16321140120000,0,5
16321140130000,3,3
16321140140000,2,3
16321140150000,2,3
16321140160000,3,3
16321140170000,3,3
16321140240000,1,1
16321140250000,1,1
16321140260000,1,1
16321140270000,1,1
16321140280000,1,1
16321140290000,1,1
16321140310000,1,1
16321140320000,1,1
16321140330000,1,1
16321140340000,1,1
16321140350000,1,1
16321140360000,0,5
16321150010000,0,5
16321150050000,2,3
16321150060000,0,5
16321150070000,0,5
16321150080000,0,5
16321150090000,0,5
16321150100000,0,5
16321150110000,0,5
16321150120000,0,5
16321150130000,0,5
16321150140000,0,5
16321150150000,1,1
16321150160000,1,1
16321150170000,0,5
16321150180000,0,5
16321150190000,0,5
16321150200000,0,5
16321150210000,0,5
16321150220000,0,5
16321150230000,0,5
16321150240000,0,5
16321150250000,0,5
16321150260000,0,5
16321150270000,0,5
16321150280000,0,5
16321150290000,0,5
16321150300000,1,1
16321160030000,0,5
16321160040000,0,5
16321160050000,1,1
16321160060000,0,5
16321160070000,0,5
16321160080000,0,5
16321160090000,0,5
16321160100000,0,5
16321160110000,0,5
16321160150000,0,5
16321160160000,0,5
16321160170000,0,5
16321160180000,0,5
16321160190000,0,5
16321160200000,0,5
16321160210000,0,5
16321160220000,0,5
16321160230000,0,5
16321160240000,0,5
16321160250000,0,5
16321160260000,0,5
16321160270000,0,5
16321160280000,0,5
16321160290000,0,5
16321160300000,0,5
16321160310000,0,5
16321160360000,0,5
16321160380000,0,5
16321160390000,0,5
16321160410000,0,5
16321160420000,0,5
16321170070000,0,5
16321170080000,0,5
16321170090000,0,5
16321170100000,0,5
16321170110000,0,5
16321170160000,0,5
16321170180000,0,5
16321170190000,0,5
16321180010000,18,4
16321180020000,1,1
16321180030000,1,1
16321180040000,1,1
16321180050000,1,1
16321180060000,1,1
16321180070000,1,1
16321180080000,13,4
16321180090000,2,3
16321180100000,2,3
16321180110000,2,3
16321180120000,2,3
16321180160000,1,1
16321180170000,1,1
16321180240000,0,5
16321180250000,0,5
16321180260000,0,5
16321180270000,0,5
16321180280000,1,1
16321180290000,1,1
16321180300000,1,1
